ADM1_EN,February 2018,March 2018,April 2018,May 2018,June 2018,July 2018,August 2018,September 2018,October 2018,November 2018,December 2018,January 2019,February 2019,March 2019,April 2019,May 2019,June 2019,July 2019,August 2019,September 2019,October 2019,November 2019,December 2019,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,September 2020,October 2020,November 2020,December 2020,January 2021,February 2021,March 2021,April 2021,May 2021,June 2021,July 2021,August 2021,September 2021,October 2021,November 2021,December 2021
Pathum Thani,50.33721711,116.446961,69.49426612,19.89142198,10.99107087,7.332613362,14.8696648,16.22867169,20.77401787,23.57483515,35.3017603,49.38197383,47.19945411,71.02070813,63.22031754,21.39074851,11.89739903,9.304224954,14.68900406,19.96392914,20.17575866,26.22947263,33.75401055,47.31055174,46.05305742,70.80363537,53.93826085,21.09756934,12.29371847,9.018712758,15.14315411,15.04276064,17.87029006,26.10585193,33.8050497,50.69984187,46.01035734,89.66841134,74.63618553,19.54958961,11.95128009,8.812144041,14.78101924,14.77306282,18.17974921,24.58996133,32.63524734
Pattani,36.07347064,48.56423762,41.05021756,17.85667213,11.8416702,10.02240301,16.10989442,18.65859232,20.56191853,24.99469357,35.82909338,48.12858011,31.45342516,63.43470532,47.210676,17.92778799,12.3687135,11.15664905,15.72714466,21.76335088,19.2411927,26.05560015,33.27483894,49.6205708,31.41663343,51.29364065,40.99985785,17.44527937,12.33491583,9.883551541,16.64391747,17.65778813,19.24956306,26.81852609,39.10445833,53.34166879,33.11396755,48.7849116,57.74909424,17.32133124,12.77638048,10.31093992,15.37728722,18.02793536,19.67436196,25.75441271,35.67255543
Phangnga,43.86095132,98.58926647,66.39932206,16.83175625,11.55872943,16.15987686,15.85158037,18.86062672,21.33870025,26.12666752,36.01895063,49.34686365,41.11366478,80.54456495,62.06469701,15.71695353,11.63733364,13.01010325,15.63553667,21.65590911,19.38035884,28.05522511,32.9109861,50.19434405,42.44164857,90.27550983,65.58100133,16.51299159,12.95803692,10.75894113,15.99171581,18.75079489,19.04231398,27.79813223,38.10764417,55.87976018,41.94833173,92.01016355,69.85481829,16.48455764,13.18990815,13.75319263,15.46743037,17.89028977,19.77122935,27.11959371,34.66937197
Phatthalung,40.38226086,47.26984997,45.12762801,17.01295083,11.68104641,12.08816551,16.8280618,19.75455534,21.01472975,26.0218994,34.66977715,52.47883732,34.44390339,64.64565884,53.93819834,16.82961872,12.03234397,11.01250849,16.49531572,22.18240816,19.27076962,26.07640704,31.21776899,49.30693289,31.56825814,54.55683125,40.17854825,17.0491291,12.61070713,10.41987444,15.91481216,18.7023655,19.43326332,26.85176866,37.9274119,56.77513725,37.04179013,47.50069907,58.70888341,16.58698997,12.62538785,11.79014765,15.34375387,18.84612275,19.52333666,26.41570356,33.11757457
Phayao,58.84355028,90.65414358,65.83032453,17.45016765,11.37979941,8.159350796,11.96101635,15.54551571,20.25602649,24.79496673,36.55436031,54.15037795,52.35965727,84.85742787,65.61336547,21.3203676,11.48547722,9.277822644,12.48119558,18.43673805,19.44392019,26.87882247,37.05701198,67.24638103,52.49123339,76.6949589,57.04028811,18.86632446,11.82042334,9.659846262,13.7829692,14.18651057,17.82582836,25.45220607,36.66894201,67.78330697,53.80311835,87.90409877,70.44078391,17.56044282,11.99643549,8.753542162,14.12380181,13.90669489,17.26450098,26.40226102,36.3438771
Phetchabun,51.59486142,79.33293274,63.81768227,18.50802524,11.19415024,9.300419249,13.73467378,16.49785467,21.61552382,24.40904108,31.53586453,47.87225286,50.51967396,66.27077183,60.04164624,20.11348766,11.75470548,10.94921951,13.92052702,19.63036186,20.33287856,25.35043714,32.64581952,49.92930005,47.83392145,68.24115268,62.90869216,19.07974194,12.43322905,9.825872644,14.65406579,15.5536806,17.63339927,24.65319383,30.56505792,51.37070407,46.43532963,81.10097383,73.47636423,18.33236432,11.81665146,10.68980685,14.9578982,14.93162266,18.22697262,24.40815118,29.98913594
Phetchaburi,48.95243782,79.76276641,56.33102231,17.05737804,11.09191135,12.17690269,17.15166003,18.21428122,21.28172003,26.75472351,31.62891806,51.28456446,45.85022752,72.68647959,52.27983103,18.19250016,11.54565907,12.2580058,16.78510405,20.77473092,20.10247443,28.75222092,30.7897815,50.70954839,45.71979271,73.08502999,53.43824699,17.7278314,12.39593597,11.24204991,15.71109058,17.63363741,17.29780481,28.41121884,32.02860271,50.4405186,44.11871535,70.64551645,60.04047916,16.94131099,12.13853834,13.33381999,15.46528768,16.76279142,18.17381402,28.00752674,30.66723681
Phichit,50.00689028,77.65954084,65.25478212,20.90201394,11.94625834,7.653746248,13.21938705,15.34255275,20.8450634,24.32738787,34.90059744,51.34208909,48.45018107,62.67244413,52.55529001,24.88924027,12.15038905,8.923609863,13.14994819,19.1028593,19.56375423,25.46907493,35.61451364,49.00397761,48.82234717,80.33943656,72.60651339,22.44896554,12.73763562,8.924166111,14.80831548,14.24831367,17.24841702,25.19559294,35.38922594,48.05541433,43.35089553,73.32240052,74.45443667,20.22061866,12.88642341,8.691192886,15.09257506,14.1093015,17.96192084,24.31690275,33.35468858
Phitsanulok,53.60152703,83.06984963,64.73824169,18.38830064,11.73570334,8.699573782,13.05591292,15.85219988,21.08272206,24.93164516,34.64651242,52.35724784,48.27809864,66.2706921,51.10637986,21.67691688,11.88846214,10.02700478,13.1787171,19.34565765,19.80638488,25.93975862,35.46623449,53.37233221,49.83091805,67.88322213,64.40706271,19.68062705,12.4827239,9.561568742,14.23450107,14.86618392,17.74026323,25.44992241,34.06752396,55.0001362,45.43326973,73.68288766,74.14461817,18.60509743,12.40397621,9.815516767,14.92187803,14.52286658,18.29671825,25.33569287,32.52578981
Phra Nakhon Si Ayutthaya,50.49967566,109.1593807,67.6947222,20.1735701,11.07124929,7.238645919,15.38587341,15.9316619,21.04710929,23.33585607,32.94507123,49.65739203,47.43321394,67.08404991,61.00910954,21.43271167,11.60851583,9.398574111,14.99068749,19.84736914,20.41468089,25.0633536,31.12013289,49.76104452,48.77519766,72.40336234,61.3190909,20.90652688,12.28907851,8.787753846,15.16570652,14.64701245,17.44527601,24.6278552,28.65027531,49.29542992,44.45835838,84.72885987,78.25741096,19.46040369,11.38782467,9.068738886,14.76751955,14.82737431,18.46303729,24.27034423,29.25736334
Phrae,55.20796917,93.48396389,68.48649632,18.09105015,11.43765857,7.952738076,12.63557818,15.43470747,20.90235625,25.46734925,35.57004974,52.76839393,52.27699328,82.71877122,60.80628498,21.65643512,11.48474834,9.530228623,12.70420258,19.01157651,19.87014265,26.56819259,36.57996335,62.66921811,50.12084054,70.51145938,65.45312096,19.15882735,12.02173486,9.341496258,14.02556112,14.72490388,17.60708125,25.94197953,34.24453397,60.26271765,51.01779635,81.57846438,74.60047847,18.14028594,11.69053699,8.818378329,14.48592126,13.92950225,17.51236634,26.43908129,33.86380948
Phuket,40.43798852,71.45777876,58.42649939,17.29706965,11.4579696,15.59181983,18.04888751,18.64245643,21.04391675,26.2437904,34.67823681,43.28508772,34.32506817,62.72029301,60.40591318,15.02433676,11.70997868,13.09903961,16.84509519,21.44976972,19.83959505,27.59837329,32.3043822,47.02355968,38.39525327,70.34158877,62.01626161,16.0903693,13.15967172,10.43119205,16.53675675,19.02637311,19.36827727,28.69394389,38.72794365,49.90797911,38.13487796,72.95242723,68.76782223,16.7189796,13.18607315,14.17474536,16.71727447,17.27048688,20.1547781,27.31329802,35.23973558
Prachin Buri,49.94558231,113.428148,72.02739783,19.38144309,10.92833471,8.586089566,14.86423597,16.38930522,21.56159425,22.8796895,29.56842553,44.8171674,51.2370789,87.54642481,72.40084717,19.95711018,11.54253527,10.4828539,15.03319368,19.95373583,20.19260297,25.67398566,28.46169663,46.98151137,47.80604277,94.81834435,62.00886085,20.12670676,12.35915496,9.527452032,15.21742834,15.93090338,17.33893056,25.66341614,28.11507242,46.74047013,47.51623635,106.836257,73.34609283,19.24205397,11.98557492,10.76893275,15.35531225,14.87517543,18.38360364,25.17793827,27.99877551
Prachuap Khiri Khan,45.06112699,61.61362643,47.93797866,16.61487452,10.82465126,13.57850379,16.89259303,18.08052388,21.65250641,25.57260756,31.06087521,51.29650184,42.22051373,56.11361301,45.22643326,16.99640918,11.43457429,12.4700571,16.59012964,20.66980268,20.00879392,27.58780069,29.25078769,50.45103701,44.12171135,50.05250059,41.91723684,17.07226525,12.34652505,11.65529431,15.47421075,17.42659845,17.72981812,27.06306612,32.09376727,47.60422809,41.24875477,52.29063467,57.42149113,16.34656428,11.91501995,14.32528349,15.35244818,16.34789386,18.76789416,27.15025769,29.44425936
Ranong,42.24931879,84.44055081,60.110515,16.59856221,10.9468699,17.17714054,16.58537328,18.62825301,21.7081303,24.73625206,33.76495651,51.02575749,39.61244749,76.49750435,67.13465632,15.06941243,11.28797842,14.772239,15.73606162,21.58150071,19.72082875,26.92862417,30.36523367,52.70199282,36.76631861,76.77253572,52.61181047,16.22609764,12.63228235,11.91103517,15.4251516,18.2577707,17.95809114,26.56774996,36.53590473,55.672159,41.09690451,65.65443867,63.50243039,15.69403395,12.71473933,15.41741285,15.54783635,17.56886469,19.3186597,27.43692611,32.59439681
Ratchaburi,51.08885438,84.59856363,60.97298965,18.6166764,10.9261795,10.41536681,17.45738904,17.68571819,21.00377907,26.7777924,33.84470707,53.50137816,47.63106194,80.47981623,55.37689145,19.38528223,11.37935819,11.30066761,16.84631387,20.55783397,19.98299746,29.15198272,34.27982847,51.82846908,47.74179194,82.47510645,59.51201945,19.19315648,12.20885955,10.53925958,15.60996144,16.56664126,16.90705463,27.47657643,33.43717168,52.22796816,45.91143977,78.35209632,63.91663349,18.21442074,12.06381115,11.94410266,15.37993318,15.90643014,18.13257685,27.67263253,32.33331429
Rayong,48.15182978,69.83157647,41.51312768,16.38528268,9.9822405,10.71215348,15.7468652,16.71785351,21.17153463,23.66392666,32.46360781,50.18281651,40.13187077,38.28991605,32.60431234,16.73208954,10.77560319,11.2485793,14.94767556,19.5667229,19.65955654,25.25641357,29.64368091,49.62959705,41.8101021,32.05640437,39.76261744,16.38749299,11.30427526,10.43882553,15.67180549,17.88582288,17.93928242,25.0690184,27.76383646,48.23540107,41.41986438,39.73560864,46.26065072,16.13895209,10.94504897,13.54604495,14.98140163,15.79884557,19.23091264,23.42427925,27.79485999
Roi Et,47.84310472,76.37551938,68.42693131,20.62762786,10.53921903,8.142235446,14.08384539,16.01660874,22.37795817,23.47652961,28.46867523,41.83287844,48.81607049,64.45968768,72.78309398,19.98283073,11.52522018,8.944458724,14.57908233,19.13840663,21.24559792,24.18060534,27.25479532,44.97498907,46.17866133,79.8773632,61.64489812,21.14692961,12.16749585,8.330976224,14.25326864,15.21231563,17.39711617,25.22540005,26.17743158,42.17994985,41.51985004,84.67129756,71.28711692,19.72215027,11.38923382,8.924859802,14.55121272,14.55959144,20.17772688,24.0791174,27.53586139
Sa Kaeo,47.56275725,100.0340079,65.16586928,19.36984102,10.28651465,8.72561791,15.92925549,16.84726533,21.52681204,23.78514245,29.48853676,46.86346781,48.52545906,81.59440393,68.21639792,18.84113323,11.15087859,11.23890464,15.12585119,19.70307263,19.80918847,26.16931233,28.53437665,46.41480467,45.61695537,92.87519509,61.26404812,19.30749443,12.07972494,9.462695682,14.95610868,16.17039843,17.58982182,26.63415103,28.64806339,46.6643168,45.75032128,102.9565925,67.73460111,18.64575038,11.82871136,11.85122325,14.91962666,14.5629708,18.50255721,25.48043398,27.69069518
Sakon Nakhon,49.73620336,73.8462517,67.55826171,20.50137813,10.95678485,7.959400665,12.57083086,16.3318207,21.99810495,24.49362998,29.75619373,43.40098203,48.75307455,67.15598036,68.3643544,19.93624796,11.8289609,8.677480933,12.94849203,19.22527362,21.09941832,25.09554923,31.08300757,47.9239407,47.57272267,83.957044,60.41448561,21.35015924,11.92234404,8.095257052,14.23075326,15.26313057,18.02406869,24.74851823,29.61792763,47.75678363,46.95107658,81.42190564,72.6357844,19.63189655,10.97978395,8.337542639,14.46986583,14.23806962,18.7241503,24.16263783,30.63338739
Samut Prakan,44.03562996,54.53826417,34.36630768,16.71497265,10.47823783,8.082474357,15.61738818,16.56974923,21.04093987,25.45503422,32.77724721,49.70833414,35.97632191,34.77421317,28.55580933,18.18971359,11.62047841,10.89920471,14.4358527,19.22859231,20.4244165,26.61187521,31.7174058,46.82088377,42.19552572,29.93754967,33.60769312,17.47587544,11.96449416,10.10847177,15.71584976,16.22659998,18.14245422,25.22139372,32.72608041,48.05371904,41.50206869,39.08620284,47.76983586,16.35779742,11.88564686,10.94444081,15.05510249,15.26617807,18.96903455,25.37210464,30.52302302
Samut Sakhon,44.56145548,56.57829106,34.75020986,17.38045737,10.7583838,7.801658162,15.25301642,16.21208289,21.15241509,26.08134275,36.94751685,52.23807601,34.16572835,40.81713574,26.59422022,19.35299911,11.76828888,10.29843756,14.86285551,19.01281442,20.1061579,28.47442376,35.49688673,50.21161475,43.49006079,35.3816846,33.17892625,19.08791476,12.24941407,9.584635372,15.23113294,15.95878178,17.82436494,27.60992577,36.69490248,52.65623332,41.2413089,42.94465064,49.93166344,17.36480547,12.27722325,9.310245997,15.18028469,14.84994091,18.85512983,25.93283148,35.45465603
Samut Songkhram,45.68747239,58.00045645,41.84360457,17.93321296,11.28688749,7.686779723,14.86378528,16.15247771,21.1214774,26.85024803,35.97951723,53.3416509,37.03448987,48.95483621,31.83596178,20.47042751,12.0154085,9.75445172,14.64502025,19.3472277,20.16548451,29.12924721,35.55637955,50.72997176,44.3275307,47.82148626,36.36656434,20.20088978,12.1963327,9.404371643,14.97058903,15.62342865,17.70217539,27.9915502,36.82145333,49.87878471,41.13605457,54.26460914,51.77035966,18.82408455,12.27208387,9.115872877,15.3203462,15.05633051,18.5216136,26.9721799,35.50868513
Saraburi,46.94030116,96.73447307,64.49384791,18.75277557,10.55417401,8.635935999,15.31147287,16.21438077,22.08482292,23.33597453,30.97519118,46.46552188,46.77004162,63.01907774,57.93710278,19.15975861,11.39257279,10.57062517,14.83600622,19.67460903,20.84258138,24.96954831,30.52051577,48.81947791,47.11500444,65.26031623,58.82621706,19.49829005,12.00584831,9.61763504,14.58266851,15.60383847,17.81591686,25.25723861,28.51402559,49.45740675,43.10752803,82.35763975,72.58321158,18.31078491,11.58718908,10.78443237,14.92882264,14.78601941,19.17894821,24.38455023,28.79618488
Satun,40.10083369,83.44474889,57.28043115,17.32504394,12.1247771,11.83404277,16.12142992,19.27618265,21.27107665,24.11028048,33.89293308,46.02627957,31.74327075,96.39676423,65.4538962,16.04898788,12.31476385,10.97694549,15.88025944,22.15764077,19.00955655,25.16685601,27.83734159,46.51042471,31.803269,89.5172497,60.45536703,17.18830558,12.95103384,10.59397147,16.46760213,18.52888439,19.07508516,26.85657504,37.86817204,49.66097854,33.18963529,74.30488052,66.13045994,17.08239144,13.23468498,11.39704686,15.52228449,17.99582906,19.6159227,26.65195356,32.4584228
